time_one,time_two,label
41.426799731182825,153.0255255376344,white
289.1246037058777,360.1177344477578,violet
494.21587029353157,570.7306889820023,black
917.5713673636237,1207.8712245450233,green
1414.3066785406863,1665.8998880978997,brown
698.2336974932318,795.0003165536987,gray
